phot_g_mean_mag,bp_rp
16.300524,1.3184538
17.074366,0.9492817
16.4294,0.87779236
18.247469,1.362154
18.576225,
16.357409,0.8004608
18.078117,1.0732727
18.924835,
18.560179,1.1569061
18.182999,0.97891045
17.475004,
19.493998,1.2770824
17.783213,1.0157089
16.338135,0.86531925
16.89051,0.91534424
18.388542,1.1057262
18.854528,1.2808552
18.511335,1.1119118
17.895506,1.0388985
18.564444,1.2476807
17.278751,0.97507095
16.749992,0.9092655
19.778023,1.3956203
15.226068,1.1177588
17.973648,1.0352097
16.394775,0.86165905
18.812428,1.1788082
17.970407,1.0460854
18.163164,1.101429
17.721094,0.969717
13.390994,0.2850399
16.427847,0.86173916
17.869787,1.0488548
17.540794,0.94703484
17.729958,0.98548126
18.359493,1.1620159
17.011036,0.8932152
18.69431,1.1458073
16.32022,0.86122894
16.65394,0.86556435
17.39073,0.92822075
16.856571,0.8986397
16.669636,0.8726883
18.027777,
19.879404,1.540844
16.412682,0.8491659
15.895424,0.9261694
16.777699,0.8882656
19.603464,1.2877045
16.75432,0.8846359
15.932171,0.87540436
18.646736,1.1392136
17.958399,1.0206432
14.012932,1.1604424
15.718018,0.9508133
17.570175,0.9281311
17.029232,0.86281204
18.042246,1.0231628
17.94148,1.0196514
15.664782,1.1108093
15.171477,1.1154432
17.17597,0.97899437
16.544312,0.87000275
14.921696,1.1021566
16.17547,0.85911274
16.919619,0.87054634
17.449875,0.97231674
18.716473,1.1976471
19.054035,
15.143014,1.0964603
17.898338,
13.995185,1.1223307
17.118681,0.87314606
16.525208,0.8939886
11.144875,1.4105606
13.924749,1.1972857
16.78392,
15.966063,0.9696646
14.782821,1.1417189
13.53433,1.1800871
16.9263,0.97603893
18.787485,
17.308187,
17.322857,0.8975315
18.726395,
16.070885,0.8910265
16.72145,0.862133
19.214478,
18.111412,1.0601788
17.857012,0.941309
18.491209,1.0846863
17.532091,1.0469723
17.883327,
17.970285,1.0195656
18.462963,
16.01727,0.8939209
18.848413,
18.32844,1.065548
18.292196,
18.250343,1.0725517
18.459984,1.1255512
16.668772,0.89963055
16.042725,0.8860874
16.709747,0.8625965
17.771189,1.0056324
17.659817,1.0025291
17.484356,0.96505165
19.324465,1.2092342
12.816672,0.50487614
16.716434,
16.105604,0.8574848
17.238758,0.89834785
18.460983,1.1212177
19.305033,1.3077469
18.365736,1.1168041
14.626902,1.1297388
17.562094,1.0007019
19.737185,
17.010147,0.9045582
15.875222,0.91429806
17.8248,0.99762917
16.707764,0.8883915
16.800673,0.8972187
19.436075,1.2600384
18.218634,1.0637665
19.93728,
16.989132,0.8993206
18.07266,1.0419044
17.264248,0.9208145
18.727219,1.1477451
18.050852,
18.633718,1.1418114
16.1645,0.8736954
19.249332,1.2054901
19.598042,1.3753605
17.289972,0.9307327
18.362331,1.0769558
14.824587,1.1511555
17.68453,1.0006561
18.993624,1.261816
14.870978,1.127037
18.862206,1.2464256
16.08743,0.87872505
17.049942,0.91425514
15.721497,0.9651966
16.881945,
16.53877,0.87470436
17.598888,0.9901619
16.027166,0.89987564
17.724995,0.9792156
17.954065,1.0350533
18.094837,1.0322723
17.529943,0.9573574
