phot_g_mean_mag,bp_rp
17.602442,0.7755165
17.103998,0.8257561
18.11959,0.78871155
18.921093,0.9411602
17.972208,0.79909325
18.978365,0.9674759
17.245756,0.79385185
18.95322,
17.779343,0.7898693
15.939919,1.0469694
17.88404,0.81469727
17.443935,0.77560997
17.335388,0.773592
18.412733,0.87609863
19.591496,1.1040287
19.97009,1.2518978
13.888443,1.0589819
19.34533,1.0684147
17.538467,0.7996044
19.320295,1.0491333
18.9723,0.96357536
19.897789,1.1330566
16.551727,1.0313196
17.343758,0.8815994
17.339691,0.7934017
18.952421,0.8872013
18.027903,0.7869797
17.821499,0.79261017
19.75449,1.1184826
19.533728,1.1295376
15.710918,1.0664272
18.765919,0.8833504
14.6001625,1.1309204
17.603333,0.7725792
18.968845,1.023613
18.51456,0.8682194
18.93926,
19.25086,
17.055809,0.84376335
17.641888,0.7762203
18.170528,0.9950161
18.670332,0.8975277
18.169638,
18.441643,0.87537
18.482689,0.8458328
19.519947,1.0421181
17.98511,0.8509674
18.250225,0.8030758
19.179398,1.0616932
18.71442,0.88947105
19.984009,1.2043304
19.007462,0.88303185
19.768208,1.0424404
18.110853,0.7978687
19.081053,0.90187263
19.476194,1.1149311
13.879811,1.0312548
17.02648,0.84693146
18.027777,0.8120003
17.6353,0.8259926
18.61865,
19.705387,1.2203674
16.59286,0.99892616
18.156511,0.80021286
18.572338,0.92568207
18.052982,0.7816582
18.407545,0.86105347
17.75406,0.79348564
19.22108,0.9435234
18.747171,0.88329124
18.798151,0.9809818
18.305416,0.83844185
18.688654,0.90304184
18.907412,0.8792343
18.895557,0.9101925
17.417833,0.7817936
19.004715,0.9987297
18.307314,0.82984734
17.891588,0.78668976
18.35904,0.85518456
19.476856,1.1190262
17.194078,
17.787634,0.81095695
19.81794,1.08671
18.128027,0.78139687
19.034105,0.93984413
19.945572,1.0825005
18.522968,0.8589096
19.344595,1.0280113
17.258823,0.902092
17.656439,0.8221264
19.271687,
19.23464,0.9303322
17.925589,0.7914829
16.66052,1.0262413
19.203053,0.95256805
16.700874,0.9579315
17.134075,0.77980804
19.098993,0.92590904
19.494337,1.0111618
19.063303,0.95111275
17.517418,0.7956104
18.535753,0.8625088
19.075445,
19.432795,1.0549812
18.748255,0.97236824
17.603281,0.7677345
19.146946,0.94176865
19.147678,
17.365812,0.7760258
18.680454,0.9685726
18.111046,0.82291985
17.113108,0.808918
17.657467,0.7741394
18.193378,0.7992363
17.960636,0.78697205
17.848907,0.7718582
17.498384,0.75712967
16.698301,0.9908676
17.799648,0.7834568
18.978743,
17.10312,0.8078098
17.517109,0.77840614
18.517233,
18.855888,0.8916931
18.80889,0.95552826
17.808487,0.7703304
18.405844,0.83288956
17.874218,0.7476635
17.703552,0.8017826
19.323149,0.7731457
16.981073,0.93951607
18.502192,0.87948036
17.775936,0.7686596
17.257261,0.77498055
19.450304,1.2497845
17.706312,0.8067436
17.949736,0.7808628
17.640982,0.7698822
18.785412,0.9627819
14.340311,1.1811819
19.863132,1.0083466
17.239271,0.8145504
19.337433,0.84098625
17.041656,0.7657814
19.074514,0.8845959
19.008545,
19.07068,0.9644222
17.821241,0.81824493
18.55201,0.8303757
18.758928,
18.107681,0.84085655
18.721199,
19.576097,0.91005135
19.253258,0.96193695
17.795002,0.78816414
17.388506,0.7859802
18.519478,0.8417301
19.060751,1.035677
16.443644,1.0268259
17.361832,0.76867676
17.316969,0.77000237
18.261786,0.7735977
18.331089,
18.932873,1.0353165
19.048079,0.92681503
18.713648,0.91550636
17.338345,0.7755394
17.507044,0.7958889
13.702124,1.2254286
17.780737,0.7939911
18.896488,0.71923256
19.715637,1.170269
17.547415,0.6632824
18.252018,0.83003044
18.606585,0.847065
17.318895,0.7740822
17.085623,0.8031864
19.022165,0.9886646
19.50425,1.129343
17.03985,0.8412647
18.999336,0.9547119
19.813097,1.1150455
18.008528,0.7982731
17.991714,
17.413141,0.75766945
17.892387,
18.296284,0.808815
17.340488,0.75849533
18.286024,0.9717598
17.45734,0.73139
18.842209,1.0451355
17.237375,
16.91261,0.95528793
17.736809,0.8062687
17.726889,
19.681934,1.012291
19.524141,
18.233343,0.8816433
17.234268,
16.811682,1.0129948
18.654781,
18.514847,0.84638786
19.477291,0.95689774
17.063055,0.8122864
14.680519,1.1666307
19.664017,
19.324932,1.0384216
15.809303,1.0369902
17.662186,0.77459526
19.171713,0.94464874
19.750755,
18.123827,0.79580307
19.099169,0.9615593
19.029825,0.92556953
18.48243,0.8454113
19.679657,1.1729298
18.384922,0.8813305
19.403883,
18.252151,0.8089161
17.279587,0.80093765
19.515837,1.2608681
19.30706,1.0855808
17.473352,0.7742462
17.514277,0.7522259
17.355747,0.8382473
16.894506,0.94465256
18.89778,0.9178581
19.276745,1.0247173
18.810177,0.9003639
19.261656,1.0598488
18.194784,0.84451866
17.716501,
17.480595,0.8261757
17.98954,0.7816429
17.790417,0.7871151
19.878284,1.0461712
19.13117,1.0549278
17.696075,0.75237465
17.992214,0.8008709
16.93402,0.9671688
16.315805,1.0398788
17.210825,0.77087975
18.122551,0.84757614
19.442087,1.110506
17.119848,0.8041992
17.867844,0.7708969
17.912945,0.7408676
17.763031,0.74590683
17.895712,0.81803894
19.529991,
19.535511,1.0248928
17.343422,0.7987137
19.996588,1.2488823
15.659783,1.0623989
17.902325,0.82855606
17.56943,0.83221817
17.891296,0.6766453
16.986748,0.90504074
18.129211,0.8298092
16.978119,0.9133854
18.398727,0.801981
17.507925,
17.252085,0.77261543
18.61097,0.8843174
17.073154,0.8510113
17.1753,0.7713947
17.50267,0.8023701
17.362768,0.8059311
17.578976,0.8090534
17.832043,0.8420868
17.903028,0.8047199
15.044449,1.0965471
17.134138,0.9018097
19.195198,
17.795376,0.80690575
